# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  270       6.765459863900e-10       5.874039752150e-13       1.249122722780e-11       0.000000000000e+00 
  271       6.729277556178e-10       6.043486443465e-13       1.266521864400e-11       0.000000000000e+00 
  272       6.692588503743e-10       6.215853645716e-13       1.283598226545e-11       0.000000000000e+00 
  273       6.655403855429e-10       6.391114656362e-13       1.300344914504e-11       0.000000000000e+00 
  274       6.617735010416e-10       6.569241253104e-13       1.316755043427e-11       0.000000000000e+00 
  275       6.579593619661e-10       6.750203678686e-13       1.332821739116e-11       0.000000000000e+00 
  276       6.540991587317e-10       6.933970625705e-13       1.348538138820e-11       0.000000000000e+00 
  277       6.501941072166e-10       7.120509221412e-13       1.363897392030e-11       0.000000000000e+00 
  278       6.462454489040e-10       7.309785012520e-13       1.378892661267e-11       0.000000000000e+00 
  279       6.422544510251e-10       7.501761950004e-13       1.393517122882e-11       0.000000000000e+00 
  280       6.382224067013e-10       7.696402373912e-13       1.407763967844e-11       0.000000000000e+00 
  281       6.341506350870e-10       7.893666998165e-13       1.421626402540e-11       0.000000000000e+00 
  282       6.300404815122e-10       8.093514895365e-13       1.435097649560e-11       0.000000000000e+00 
  283       6.258933176251e-10       8.295903481598e-13       1.448170948498e-11       0.000000000000e+00 
  284       6.217105415344e-10       8.500788501239e-13       1.460839556744e-11       0.000000000000e+00 
  285       6.174935779525e-10       8.708124011758e-13       1.473096750272e-11       0.000000000000e+00 
  286       6.132438783374e-10       8.917862368526e-13       1.484935824443e-11       0.000000000000e+00 
  287       6.089629210358e-10       9.129954209615e-13       1.496350094789e-11       0.000000000000e+00 
  288       6.046522114256e-10       9.344348440609e-13       1.507332897813e-11       0.000000000000e+00 
  289       6.003132820582e-10       9.560992219403e-13       1.517877591781e-11       0.000000000000e+00 
  290       5.959476928013e-10       9.779830941014e-13       1.527977557512e-11       0.000000000000e+00 
  291       5.915570309818e-10       1.000080822238e-12       1.537626199178e-11       0.000000000000e+00 
  292       5.871429115278e-10       1.022386588717e-12       1.546816945091e-11       0.000000000000e+00 
  293       5.827069771114e-10       1.044894395058e-12       1.555543248501e-11       0.000000000000e+00 
