# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  269       6.801181300901e-10       5.707523913381e-13       1.231417756878e-11       0.000000000000e+00 
  270       6.765519954102e-10       5.874024221025e-13       1.249133435199e-11       0.000000000000e+00 
  271       6.729341056737e-10       6.043470219013e-13       1.266533251209e-11       0.000000000000e+00 
  272       6.692655496677e-10       6.215836711695e-13       1.283610298919e-11       0.000000000000e+00 
  273       6.655474410330e-10       6.391096998928e-13       1.300357681338e-11       0.000000000000e+00 
  274       6.617809184063e-10       6.569222860886e-13       1.316768511265e-11       0.000000000000e+00 
  275       6.579671455623e-10       6.750184542865e-13       1.332835912083e-11       0.000000000000e+00 
  276       6.541073115563e-10       6.933950740088e-13       1.348553018551e-11       0.000000000000e+00 
  277       6.502026308661e-10       7.120488582510e-13       1.363912977595e-11       0.000000000000e+00 
  278       6.462543435345e-10       7.309763619626e-13       1.378908949105e-11       0.000000000000e+00 
  279       6.422637153113e-10       7.501739805272e-13       1.393534106723e-11       0.000000000000e+00 
  280       6.382320377955e-10       7.696379482436e-13       1.407781638643e-11       0.000000000000e+00 
  281       6.341606285779e-10       7.893643368059e-13       1.421644748394e-11       0.000000000000e+00 
  282       6.300508313828e-10       8.093490537844e-13       1.435116655642e-11       0.000000000000e+00 
  283       6.259040162107e-10       8.295878411059e-13       1.448190596978e-11       0.000000000000e+00 
  284       6.217215794805e-10       8.500762735345e-13       1.460859826713e-11       0.000000000000e+00 
  285       6.175049441712e-10       8.708097571519e-13       1.473117617669e-11       0.000000000000e+00 
  286       6.132555599648e-10       8.917835278382e-13       1.484957261972e-11       0.000000000000e+00 
  287       6.089749033882e-10       9.129926497523e-13       1.496372071849e-11       0.000000000000e+00 
  288       6.046644779553e-10       9.344320138124e-13       1.507355380414e-11       0.000000000000e+00 
  289       6.003258143097e-10       9.560963361769e-13       1.517900542467e-11       0.000000000000e+00 
  290       5.959604703665e-10       9.779801567245e-13       1.528000935283e-11       0.000000000000e+00 
  291       5.915700314546e-10       1.000077837535e-12       1.537649959409e-11       0.000000000000e+00 
  292       5.871561104591e-10       1.022383561370e-12       1.546841039450e-11       0.000000000000e+00 
  293       5.827203479635e-10       1.044891330154e-12       1.555567624870e-11       0.000000000000e+00 
