# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       9.978148802314e+09       7.592663185685e-18       4.645668741432e-05       2.147839233158e+14       1.417455627082e+04       1.420559720067e-06       1.414358316912e+14       2.682178071790e-05       2.727589292567e+28       2.472717525836e+21       1.326446594100e+22       3.463959279501e-08       1.885622505209e+28       4.613213371494e+28       4.613213371494e+28       1.537737265925e+28      -1.324018110031e+33       1.050839158924e-04       1.029602093150e-01 
       9.970110403040e+09       7.604911286474e-18       4.649414404412e-05       2.144380027692e+14       1.417455627079e+04       1.421705046019e-06       1.413218909480e+14       2.684340577037e-05       2.718810521384e+28       2.466746273215e+21       1.323243418801e+22       3.463959279501e-08       1.879553611863e+28       4.598365703165e+28       4.598365703165e+28       1.532788044416e+28      -1.318693549391e+33       1.050926355666e-04       1.029516669694e-01 
       9.962078479502e+09       7.617179145279e-18       4.653162977775e-05       2.140926393454e+14       1.417455627075e+04       1.422851295389e-06       1.412080419955e+14       2.686504825802e-05       2.710060004758e+28       2.460789440299e+21       1.320047978703e+22       3.463959279501e-08       1.873504251305e+28       4.583565822190e+28       4.583565822190e+28       1.527854752021e+28      -1.313390401559e+33       1.051013552408e-04       1.029431260416e-01 
       9.954053026484e+09       7.629466793974e-18       4.656914461521e-05       2.137478321472e+14       1.417455627071e+04       1.423998468922e-06       1.410942847597e+14       2.688670819492e-05       2.701337651749e+28       2.454846992267e+21       1.316860255128e+22       3.463959279501e-08       1.867474360670e+28       4.568813574764e+28       4.568813574764e+28       1.522937337473e+28      -1.308108580423e+33       1.051100749150e-04       1.029345865312e-01 
       9.946034038773e+09       7.641774264482e-18       4.660669219447e-05       2.134035802788e+14       1.417455627067e+04       1.425146567364e-06       1.409806191668e+14       2.690838559513e-05       2.692643371714e+28       2.448918894382e+21       1.313680229440e+22       3.463959279501e-08       1.861463877294e+28       4.554108807579e+28       4.554108807579e+28       1.518035749669e+28      -1.302848000218e+33       1.051187945892e-04       1.029260484378e-01 
       9.938021511161e+09       7.654101588778e-18       4.664426887757e-05       2.130598828456e+14       1.417455627064e+04       1.426295591461e-06       1.408670451429e+14       2.693008047274e-05       2.683977074299e+28       2.443005111989e+21       1.310507883052e+22       3.463959279501e-08       1.855472738713e+28       4.539451367820e+28       4.539451367820e+28       1.513149937670e+28      -1.297608575524e+33       1.051275142635e-04       1.029175117611e-01 
       9.930015438442e+09       7.666448798890e-18       4.668187466450e-05       2.127167389549e+14       1.417455627060e+04       1.427445541957e-06       1.407535626143e+14       2.695179284184e-05       2.675338669441e+28       2.437105610519e+21       1.307343197418e+22       3.463959279501e-08       1.849500882667e+28       4.524841103162e+28       4.524841103162e+28       1.508279850703e+28      -1.292390221262e+33       1.051362339379e-04       1.029089765008e-01 
       9.922015815419e+09       7.678815926895e-18       4.671951319324e-05       2.123741477151e+14       1.417455627056e+04       1.428596419601e-06       1.406401715072e+14       2.697352271652e-05       2.666728067369e+28       2.431220355486e+21       1.304186154038e+22       3.463959279501e-08       1.843548247094e+28       4.510277861771e+28       4.510277861771e+28       1.503425438154e+28      -1.287192852698e+33       1.051449536122e-04       1.029004426564e-01 
       9.914022636893e+09       7.691203004923e-18       4.675718082581e-05       2.120321082361e+14       1.417455627052e+04       1.429748225140e-06       1.405268717480e+14       2.699527011091e-05       2.658145178599e+28       2.425349312487e+21       1.301036734459e+22       3.463959279501e-08       1.837614770134e+28       4.495761492304e+28       4.495761492304e+28       1.498586649578e+28      -1.282016385437e+33       1.051536732866e-04       1.028919102276e-01 
       9.906035897675e+09       7.703610065156e-18       4.679487756221e-05       2.116906196293e+14       1.417455627048e+04       1.430900959321e-06       1.404136632632e+14       2.701703503913e-05       2.649589913935e+28       2.419492447201e+21       1.297894920269e+22       3.463959279501e-08       1.831700390123e+28       4.481291843902e+28       4.481291843902e+28       1.493763434686e+28      -1.276860735425e+33       1.051623929611e-04       1.028833792142e-01 
       9.898055592575e+09       7.716037139828e-18       4.683260704041e-05       2.113496810074e+14       1.417455627045e+04       1.432054622895e-06       1.403005459791e+14       2.703881751531e-05       2.641062184469e+28       2.413649725391e+21       1.294760693102e+22       3.463959279501e-08       1.825805045599e+28       4.466868766194e+28       4.466868766194e+28       1.488955743356e+28      -1.271725818945e+33       1.051711126355e-04       1.028748496156e-01 
       9.890081716411e+09       7.728484261223e-18       4.687036562245e-05       2.110092914848e+14       1.417455627041e+04       1.433209216609e-06       1.401875198224e+14       2.706061755360e-05       2.632561901579e+28       2.407821112904e+21       1.291634034638e+22       3.463959279501e-08       1.819928675296e+28       4.452492109291e+28       4.452492109291e+28       1.484163525625e+28      -1.266611552616e+33       1.051798323100e-04       1.028663214316e-01 
       9.882114264004e+09       7.740951461681e-18       4.690815512731e-05       2.106694501770e+14       1.417455627037e+04       1.434364741214e-06       1.400745847195e+14       2.708243516817e-05       2.624088976927e+28       2.402006575667e+21       1.288514926598e+22       3.463959279501e-08       1.814071218144e+28       4.438161723786e+28       4.438161723786e+28       1.479386731690e+28      -1.261517853393e+33       1.051885519846e-04       1.028577946619e-01 
       9.874153230179e+09       7.753438773589e-18       4.694597373600e-05       2.103301562011e+14       1.417455627033e+04       1.435521197461e-06       1.399617405972e+14       2.710427037318e-05       2.615643322460e+28       2.396206079690e+21       1.285403350750e+22       3.463959279501e-08       1.808232613272e+28       4.423877460757e+28       4.423877460757e+28       1.474625311911e+28      -1.256444638566e+33       1.051972716591e-04       1.028492693060e-01 
