# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       9.879839029180e+13       7.746087289607e-26       4.692992661148e-09       2.105724169590e+22       1.399436994934e+04       1.416457283161e-10       1.382621224143e+18       2.709005033373e-09       2.621673153965e+44       2.400347859805e+33       1.287625137133e+34       4.183432630307e-08       1.812401124279e+44       4.434074278397e+44       4.434074278397e+44       1.478024759415e+44      -1.260066059765e+53       5.709405827978e-06       1.952882936169e+00 
       9.871879828286e+13       7.758784860653e-26       4.696630639955e-09       2.102332792309e+22       1.399436994934e+04       1.417599301528e-10       1.381507384125e+18       2.711206832954e-09       2.613235274847e+44       2.394551369385e+33       1.284515709997e+34       4.183432630307e-08       1.806567894619e+44       4.419803169619e+44       4.419803169619e+44       1.473267723155e+44      -1.254998683175e+53       5.718391946442e-06       1.949826706243e+00 
       9.863927039325e+13       7.771482431699e-26       4.700268618762e-09       2.098946877016e+22       1.399436994934e+04       1.418742240646e-10       1.380394441417e+18       2.713408632535e-09       2.604824553121e+44       2.388768876646e+33       1.281413791674e+34       4.183432630307e-08       1.800753439263e+44       4.405577992536e+44       4.405577992536e+44       1.468525997461e+44      -1.249951685125e+53       5.727378064906e-06       1.946778821457e+00 
       9.855980657134e+13       7.784180002745e-26       4.703906597570e-09       2.095566414914e+22       1.399436994934e+04       1.419886101259e-10       1.379282395295e+18       2.715610432117e-09       2.596440901380e+44       2.383000347784e+33       1.278319364032e+34       4.183432630307e-08       1.794957697784e+44       4.391398599316e+44       4.391398599316e+44       1.463799533055e+44      -1.244924983661e+53       5.736364183371e-06       1.943739240580e+00 
       9.848040676550e+13       7.796877573791e-26       4.707544576377e-09       2.092191397220e+22       1.399436994934e+04       1.421030884109e-10       1.378171245038e+18       2.717812231698e-09       2.588084232499e+44       2.377245749079e+33       1.275232408983e+34       4.183432630307e-08       1.789180609953e+44       4.377264842603e+44       4.377264842603e+44       1.459088280817e+44      -1.239918497160e+53       5.745350301835e-06       1.940707922636e+00 
       9.840107092417e+13       7.809575144837e-26       4.711182555184e-09       2.088821815167e+22       1.399436994934e+04       1.422176589941e-10       1.377060989924e+18       2.720014031279e-09       2.579754459633e+44       2.371505046891e+33       1.272152908480e+34       4.183432630307e-08       1.783422115732e+44       4.363176575516e+44       4.363176575516e+44       1.454392191788e+44      -1.234932144329e+53       5.754336420299e-06       1.937684826904e+00 
       9.832179899581e+13       7.822272715883e-26       4.714820533991e-09       2.085457659998e+22       1.399436994934e+04       1.423323219497e-10       1.375951629232e+18       2.722215830860e-09       2.571451496218e+44       2.365778207663e+33       1.269080844522e+34       4.183432630307e-08       1.777682155277e+44       4.349133651646e+44       4.349133651646e+44       1.449711217165e+44      -1.229965844198e+53       5.763322538763e-06       1.934669912912e+00 
       9.824259092893e+13       7.834970286929e-26       4.718458512798e-09       2.082098922975e+22       1.399436994934e+04       1.424470773523e-10       1.374843162242e+18       2.724417630442e-09       2.563175255967e+44       2.360065197918e+33       1.266016199151e+34       4.183432630307e-08       1.771960668938e+44       4.335135925055e+44       4.335135925055e+44       1.445045308302e+44      -1.225019516125e+53       5.772308657227e-06       1.931663140439e+00 
       9.816344667210e+13       7.847667857975e-26       4.722096491605e-09       2.078745595371e+22       1.399436994934e+04       1.425619252764e-10       1.373735588232e+18       2.726619430023e-09       2.554925652871e+44       2.354365984258e+33       1.262958954452e+34       4.183432630307e-08       1.766257597256e+44       4.321183250276e+44       4.321183250276e+44       1.440394416709e+44      -1.220093079793e+53       5.781294775691e-06       1.928664469512e+00 
       9.808436617390e+13       7.860365429021e-26       4.725734470412e-09       2.075397668474e+22       1.399436994934e+04       1.426768657967e-10       1.372628906484e+18       2.728821229604e-09       2.546702601198e+44       2.348680533370e+33       1.259909092554e+34       4.183432630307e-08       1.760572880961e+44       4.307275482309e+44       4.307275482309e+44       1.435758494053e+44      -1.215186455206e+53       5.790280894155e-06       1.925673860404e+00 
