# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  194       7.487947745158e-10       9.149257136007e-14      -2.710799529782e-12       0.000000000000e+00 
  195       7.507645788038e-10       9.097169131111e-14      -2.549353660488e-12       0.000000000000e+00 
  196       7.526555100278e-10       9.055046333337e-14      -2.384706886691e-12       0.000000000000e+00 
  197       7.544669925216e-10       9.023356070937e-14      -2.216907197848e-12       0.000000000000e+00 
  198       7.561984643794e-10       9.002573943110e-14      -2.046005235442e-12       0.000000000000e+00 
  199       7.578493776304e-10       8.993183875438e-14      -1.872054324348e-12       0.000000000000e+00 
  200       7.594191984156e-10       8.995678175327e-14      -1.695110504195e-12       0.000000000000e+00 
  201       7.609074071629e-10       9.010557587451e-14      -1.515232560730e-12       0.000000000000e+00 
  202       7.623134987633e-10       9.038331349184e-14      -1.332482057180e-12       0.000000000000e+00 
  203       7.636369827463e-10       9.079517246050e-14      -1.146923365618e-12       0.000000000000e+00 
  204       7.648773834558e-10       9.134641667156e-14      -9.586236983219e-13       0.000000000000e+00 
  205       7.660342402260e-10       9.204239660636e-14      -7.676531391424e-13       0.000000000000e+00 
  206       7.671071075569e-10       9.288854989090e-14      -5.740846748632e-13       0.000000000000e+00 
  207       7.680955552905e-10       9.389040185023e-14      -3.779942265655e-13       0.000000000000e+00 
  208       7.689991687861e-10       9.505356606289e-14      -1.794606809911e-13       0.000000000000e+00 
  209       7.698175490961e-10       9.638374491527e-14       2.143407809465e-14       0.000000000000e+00 
  210       7.705503131422e-10       9.788673015604e-14       2.246051385391e-13       0.000000000000e+00 
  211       7.711970938907e-10       9.956840345055e-14       4.299645284394e-13       0.000000000000e+00 
  212       7.717575405286e-10       1.014347369352e-13       6.374211847789e-13       0.000000000000e+00 
  213       7.722313545036e-10       1.034914391860e-13       8.468856329099e-13       0.000000000000e+00 
  214       7.726183999885e-10       1.057428653797e-13       1.058284441593e-12       0.000000000000e+00 
  215       7.729186012197e-10       1.081930345733e-13       1.271546683944e-12       0.000000000000e+00 
  216       7.731319075713e-10       1.108459772993e-13       1.486599295475e-12       0.000000000000e+00 
  217       7.732582938258e-10       1.137057351859e-13       1.703367055129e-12       0.000000000000e+00 
  218       7.732977604440e-10       1.167763605785e-13       1.921772566323e-12       0.000000000000e+00 
  219       7.732503338352e-10       1.200619161601e-13       2.141736237984e-12       0.000000000000e+00 
  220       7.731160666274e-10       1.235664745728e-13       2.363176265589e-12       0.000000000000e+00 
  221       7.728950379373e-10       1.272941180381e-13       2.586008612203e-12       0.000000000000e+00 
  222       7.725873536411e-10       1.312489379782e-13       2.810146989514e-12       0.000000000000e+00 
  223       7.721931466438e-10       1.354350346367e-13       3.035502838880e-12       0.000000000000e+00 
  224       7.717125771501e-10       1.398565167000e-13       3.261985312360e-12       0.000000000000e+00 
  225       7.711458329341e-10       1.445175009173e-13       3.489501253754e-12       0.000000000000e+00 
  226       7.704931296100e-10       1.494221117225e-13       3.717955179645e-12       0.000000000000e+00 
  227       7.697547109018e-10       1.545744808544e-13       3.947249260434e-12       0.000000000000e+00 
  228       7.689308489135e-10       1.599787469780e-13       4.177283301381e-12       0.000000000000e+00 
  229       7.680218443998e-10       1.656390553053e-13       4.407954723641e-12       0.000000000000e+00 
  230       7.670280270356e-10       1.715595572161e-13       4.639158545305e-12       0.000000000000e+00 
  231       7.659497556868e-10       1.777444098790e-13       4.870787362438e-12       0.000000000000e+00 
  232       7.647874186799e-10       1.841977758725e-13       5.102731330117e-12       0.000000000000e+00 
  233       7.635414340728e-10       1.909238228057e-13       5.334878143469e-12       0.000000000000e+00 
  234       7.622122499244e-10       1.979267229392e-13       5.567113018711e-12       0.000000000000e+00 
  235       7.608003445651e-10       2.052106528060e-13       5.799318674188e-12       0.000000000000e+00 
  236       7.593062268670e-10       2.127797928325e-13       6.031375311413e-12       0.000000000000e+00 
  237       7.577304365140e-10       2.206383269597e-13       6.263160596101e-12       0.000000000000e+00 
  238       7.560735332061e-10       2.287900363264e-13       6.494556732949e-12       0.000000000000e+00 
  239       7.543360629878e-10       2.372370537901e-13       6.725472204767e-12       0.000000000000e+00 
  240       7.525185904040e-10       2.459810332157e-13       6.955821313602e-12       0.000000000000e+00 
  241       7.506217096275e-10       2.550235473975e-13       7.185517201482e-12       0.000000000000e+00 
  242       7.486460447061e-10       2.643660868237e-13       7.414471846418e-12       0.000000000000e+00 
  243       7.465922498093e-10       2.740100584412e-13       7.642596058409e-12       0.000000000000e+00 
  244       7.444610094753e-10       2.839567844194e-13       7.869799475445e-12       0.000000000000e+00 
  245       7.422530388577e-10       2.942075009157e-13       8.095990559511e-12       0.000000000000e+00 
  246       7.399690839722e-10       3.047633568393e-13       8.321076592592e-12       0.000000000000e+00 
  247       7.376099219438e-10       3.156254126162e-13       8.544963672674e-12       0.000000000000e+00 
  248       7.351763612534e-10       3.267946389532e-13       8.767556709751e-12       0.000000000000e+00 
