# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:kappa_b            
       3.398153103788e-03       2.932775000000e+02       6.821875551277e+02       4.122050802551e-04       1.388501286723e-05       9.442942182595e-01       1.311153737099e-05       7.503471423019e+02       2.989023168151e+00       5.625650078143e-11       7.823892408889e-11       1.348375515590e-03 
       3.392417945891e-03       2.937750000000e+02       6.814390393331e+02       4.126415492494e-04       1.394675212310e-05       9.442843823200e-01       1.316970021393e-05       7.518340303547e+02       2.988428933921e+00       5.636800140830e-11       7.838321905065e-11       1.352897490303e-03 
       3.386702114149e-03       2.942725000000e+02       6.806924703977e+02       4.130786865271e-04       1.400869308502e-05       9.442745284703e-01       1.322805205734e-05       7.533206228707e+02       2.987835117727e+00       5.647948000239e-11       7.852748032802e-11       1.357435398576e-03 
       3.381005511039e-03       2.947700000000e+02       6.799478400775e+02       4.135164941890e-04       1.407083630589e-05       9.442646566871e-01       1.328659341368e-05       7.548069200865e+02       2.987241733295e+00       5.659093658171e-11       7.867170805616e-11       1.361989279430e-03 
       3.375328039694e-03       2.952675000000e+02       6.792051401769e+02       4.139549743425e-04       1.413318234058e-05       9.442547669468e-01       1.334532479722e-05       7.562929222423e+02       2.986648794078e+00       5.670237116458e-11       7.881590236918e-11       1.366559171981e-03 
       3.369669603895e-03       2.957650000000e+02       6.784643625486e+02       4.143941291017e-04       1.419573174594e-05       9.442448592259e-01       1.340424672405e-05       7.577786295826e+02       2.986056313263e+00       5.681378376960e-11       7.896006340020e-11       1.371145115437e-03 
       3.364030108069e-03       2.962625000000e+02       6.777254990933e+02       4.148339605873e-04       1.425848508079e-05       9.442349335008e-01       1.346335971208e-05       7.592640423556e+02       2.985464303774e+00       5.692517441569e-11       7.910419128133e-11       1.375747149103e-03 
       3.358409457281e-03       2.967600000000e+02       6.769885417590e+02       4.152744709268e-04       1.432144290592e-05       9.442249897478e-01       1.352266428102e-05       7.607491608137e+02       2.984872778278e+00       5.703654312206e-11       7.924828614371e-11       1.380365312375e-03 
       3.352807557228e-03       2.972575000000e+02       6.762534825410e+02       4.157156622543e-04       1.438460578415e-05       9.442150279432e-01       1.358216095244e-05       7.622339852135e+02       2.984281749187e+00       5.714788990824e-11       7.939234811753e-11       1.384999644746e-03 
       3.347224314237e-03       2.977550000000e+02       6.755203134814e+02       4.161575367105e-04       1.444797428028e-05       9.442050480630e-01       1.364185024972e-05       7.637185158152e+02       2.983691228665e+00       5.725921479404e-11       7.953637733204e-11       1.389650185803e-03 
       3.341659635258e-03       2.982525000000e+02       6.747890266686e+02       4.166000945884e-04       1.451154889651e-05       9.441950500834e-01       1.370173263713e-05       7.652027556525e+02       2.983101373687e+00       5.737051800711e-11       7.968037520788e-11       1.394316975218e-03 
       3.336113427857e-03       2.987500000000e+02       6.740596142373e+02       4.170433398650e-04       1.457533026474e-05       9.441850339803e-01       1.376180870129e-05       7.666867022720e+02       2.982512054120e+00       5.748179936390e-11       7.982434061160e-11       1.399000052756e-03 
       3.330585600213e-03       2.992475000000e+02       6.733320683678e+02       4.174872750703e-04       1.463931896877e-05       9.441749997297e-01       1.382207898338e-05       7.681703553946e+02       2.981923252397e+00       5.759305884381e-11       7.996827341087e-11       1.403699458296e-03 
       3.325076061115e-03       2.997450000000e+02       6.726063812858e+02       4.179319023454e-04       1.470351558067e-05       9.441649473073e-01       1.388254401345e-05       7.696537153362e+02       2.981334981605e+00       5.770429647081e-11       8.011217374743e-11       1.408415231811e-03 
       3.319584719952e-03       3.002425000000e+02       6.718825452623e+02       4.183772238392e-04       1.476792067459e-05       9.441548766889e-01       1.394320432347e-05       7.711367824151e+02       2.980747254559e+00       5.781551226908e-11       8.025604176184e-11       1.413147413372e-03 
       3.314111486710e-03       3.007400000000e+02       6.711605526128e+02       4.188232417078e-04       1.483253482674e-05       9.441447878502e-01       1.400406044727e-05       7.726195569526e+02       2.980160083808e+00       5.792670626301e-11       8.039987759348e-11       1.417896043147e-03 
       3.308656271972e-03       3.012375000000e+02       6.704403956973e+02       4.192699581150e-04       1.489735861541e-05       9.441346807667e-01       1.406511292062e-05       7.741020392728e+02       2.979573481637e+00       5.803787847719e-11       8.054368138059e-11       1.422661161403e-03 
       3.303218986903e-03       3.017350000000e+02       6.697220669199e+02       4.197173752319e-04       1.496239262097e-05       9.441245554138e-01       1.412636228120e-05       7.755842297023e+02       2.978987460074e+00       5.814902893643e-11       8.068745326028e-11       1.427442808501e-03 
       3.297799543255e-03       3.022325000000e+02       6.690055587283e+02       4.201654952372e-04       1.502763742589e-05       9.441144117671e-01       1.418780906859e-05       7.770661285707e+02       2.978402030889e+00       5.826015766573e-11       8.083119336851e-11       1.432241024903e-03 
       3.292397853357e-03       3.027300000000e+02       6.682908636140e+02       4.206143203173e-04       1.509309361474e-05       9.441042498017e-01       1.424945382433e-05       7.785477362104e+02       2.977817205605e+00       5.837126469033e-11       8.097490184016e-11       1.437055851168e-03 
       3.287013830111e-03       3.032275000000e+02       6.675779741112e+02       4.210638526659e-04       1.515876177419e-05       9.440940694931e-01       1.431129709187e-05       7.800290529563e+02       2.977232995495e+00       5.848235003565e-11       8.111857880900e-11       1.441887327956e-03 
       3.281647386988e-03       3.037250000000e+02       6.668668827970e+02       4.215140944843e-04       1.522464249306e-05       9.440838708162e-01       1.437333941664e-05       7.815100791463e+02       2.976649411591e+00       5.859341372732e-11       8.126222440771e-11       1.446735496024e-03 
       3.276298438025e-03       3.042225000000e+02       6.661575822912e+02       4.219650479812e-04       1.529073636227e-05       9.440736537463e-01       1.443558134600e-05       7.829908151210e+02       2.976066464684e+00       5.870445579119e-11       8.140583876791e-11       1.451600396230e-03 
