# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:kappa_b            
       2.390778766298e-04       4.181737500000e+03       9.093294129393e+01       1.081829134424e+00       7.362049343353e+00      1.339997721086e-153      9.865129342616e-153       1.140004962069e+04       2.725500751906e+00       1.708762765341e-09       2.278350582651e-09       1.458647631071e+03 
       2.390494437917e-04       4.182235000000e+03       9.092369440537e+01       1.081829134446e+00       7.363800750260e+00      1.251801565792e-153      9.218017309353e-153       1.140140555714e+04       2.725500740050e+00       1.708966007782e-09       2.278621570103e-09       1.459067414864e+03 
       2.390210177156e-04       4.182732500000e+03       9.091444952526e+01       1.081829134467e+00       7.365552365469e+00      1.169408674894e-153      8.613340831567e-153       1.140276149359e+04       2.725500732259e+00       1.709169250223e-09       2.278892558404e-09       1.459487257244e+03 
       2.389925983992e-04       4.183230000000e+03       9.090520665295e+01       1.081829134489e+00       7.367304188980e+00      1.092437304846e-153      8.048317932191e-153       1.140411743004e+04       2.725500718129e+00       1.709372492664e-09       2.279163545379e-09       1.459907158212e+03 
       2.389641858401e-04       4.183727500000e+03       9.089596578778e+01       1.081829134510e+00       7.369056220792e+00      1.020530816353e-153      7.520348960759e-153       1.140547336649e+04       2.725500707981e+00       1.709575735105e-09       2.279434533187e-09       1.460327117767e+03 
       2.389357800357e-04       4.184225000000e+03       9.088672692910e+01       1.081829134531e+00       7.370808460906e+00      9.533560239330e-154      7.027004647461e-153       1.140682930294e+04       2.725500694864e+00       1.709778977546e-09       2.279705520372e-09       1.460747135909e+03 
       2.389073809838e-04       4.184722500000e+03       9.087749007626e+01       1.081829134553e+00       7.372560909322e+00      8.906016539510e-154      6.566014939697e-153       1.140818523939e+04       2.725500685646e+00       1.709982219986e-09       2.279976508373e-09       1.461167212640e+03 
       2.388789886819e-04       4.185220000000e+03       9.086825522860e+01       1.081829134574e+00       7.374313566040e+00      8.319769040092e-154      6.135258569867e-153       1.140954117584e+04       2.725500676832e+00       1.710185462427e-09       2.280247496457e-09       1.461587347959e+03 
       2.388506031276e-04       4.185717500000e+03       9.085902238547e+01       1.081829134595e+00       7.376066431059e+00      7.772100970186e-154      5.732753306499e-153       1.141089711229e+04       2.725500664922e+00       1.710388704868e-09       2.280518483894e-09       1.462007541866e+03 
       2.388222243186e-04       4.186215000000e+03       9.084979154621e+01       1.081829134616e+00       7.377819504380e+00      7.260474237373e-154      5.356646843954e-153       1.141225304874e+04       2.725500656790e+00       1.710591947308e-09       2.280789472120e-09       1.462427794363e+03 
       2.387938522523e-04       4.186712500000e+03       9.084056271017e+01       1.081829134637e+00       7.379572786003e+00      6.782517679683e-154      5.005208288958e-153       1.141360898519e+04       2.725500648937e+00       1.710795189749e-09       2.281060460404e-09       1.462848105448e+03 
       2.387654869264e-04       4.187210000000e+03       9.083133587670e+01       1.081829134658e+00       7.381326275928e+00      6.336016089667e-154      4.676820204736e-153       1.141496492164e+04       2.725500641321e+00       1.710998432190e-09       2.281331448737e-09       1.463268475124e+03 
       2.387371283385e-04       4.187707500000e+03       9.082211104515e+01       1.081829134679e+00       7.383079974154e+00      5.918899959962e-154      4.369971176342e-153       1.141632085809e+04       2.725500630441e+00       1.711201674630e-09       2.281602436386e-09       1.463688903389e+03 
       2.387087764862e-04       4.188205000000e+03       9.081288821486e+01       1.081829134700e+00       7.384833880682e+00      5.529235902947e-154      4.083248863037e-153       1.141767679454e+04       2.725500623174e+00       1.711404917070e-09       2.281873424792e-09       1.464109390244e+03 
       2.386804313671e-04       4.188702500000e+03       9.080366738519e+01       1.081829134721e+00       7.386587995512e+00      5.165217700162e-154      3.815333505822e-153       1.141903273099e+04       2.725500612560e+00       1.711608159511e-09       2.282144412496e-09       1.464529935689e+03 
       2.386520929789e-04       4.189200000000e+03       9.079444855547e+01       1.081829134741e+00       7.388342318643e+00      4.825157940109e-154      3.564991860305e-153       1.142038866744e+04       2.725500608937e+00       1.711811401951e-09       2.282415401663e-09       1.464950539725e+03 
       2.386237613190e-04       4.189697500000e+03       9.078523172507e+01       1.081829134762e+00       7.390096850077e+00      4.507480205771e-154      3.331071527045e-153       1.142174460389e+04       2.725500598423e+00       1.712014644391e-09       2.282686389387e-09       1.465371202352e+03 
       2.385954363851e-04       4.190195000000e+03       9.077601689333e+01       1.081829134783e+00       7.391851589812e+00      4.210711775735e-154      3.112495653370e-153       1.142310054034e+04       2.725500591358e+00       1.712217886831e-09       2.282957377833e-09       1.465791923571e+03 
       2.385671181748e-04       4.190692500000e+03       9.076680405959e+01       1.081829134803e+00       7.393606537849e+00      3.933476805086e-154      2.908257982256e-153       1.142445647678e+04       2.725500587702e+00       1.712421129272e-09       2.283228366992e-09       1.466212703381e+03 
       2.385388066858e-04       4.191190000000e+03       9.075759322321e+01       1.081829134824e+00       7.395361694187e+00      3.674489954615e-154      2.717418225604e-153       1.142581241323e+04       2.725500577027e+00       1.712624371712e-09       2.283499354681e-09       1.466633541783e+03 
       2.385105019155e-04       4.191687500000e+03       9.074838438355e+01       1.081829134844e+00       7.397117058828e+00      3.432550438884e-154      2.539097740675e-153       1.142716834968e+04       2.725500573140e+00       1.712827614152e-09       2.283770343791e-09       1.467054438777e+03 
       2.384822038617e-04       4.192185000000e+03       9.073917753993e+01       1.081829134864e+00       7.398872631770e+00      3.206536465587e-154      2.372475489800e-153       1.142852428613e+04       2.725500565613e+00       1.713030856592e-09       2.284041332138e-09       1.467475394363e+03 
       2.384539125220e-04       4.192682500000e+03       9.072997269173e+01       1.081829134885e+00       7.400628413013e+00      2.995400040509e-154      2.216784264813e-153       1.142988022258e+04       2.725500561330e+00       1.713234099032e-09       2.284312321165e-09       1.467896408543e+03 
       2.384256278939e-04       4.193180000000e+03       9.072076983829e+01       1.081829134905e+00       7.402384402559e+00      2.798162114043e-154      2.071307158882e-153       1.143123615903e+04       2.725500553324e+00       1.713437341471e-09       2.284583309411e-09       1.468317481315e+03 
       2.383973499751e-04       4.193677500000e+03       9.071156897896e+01       1.081829134925e+00       7.404140600406e+00      2.613908046829e-154      1.935374269526e-153       1.143259209548e+04       2.725500548480e+00       1.713640583911e-09       2.284854298319e-09       1.468738612681e+03 
       2.383690787631e-04       4.194175000000e+03       9.070237011309e+01       1.081829134945e+00       7.405897006555e+00      2.441783373478e-154      1.808359617630e-153       1.143394803193e+04       2.725500546759e+00       1.713843826351e-09       2.285125287882e-09       1.469159802640e+03 
       2.383408142556e-04       4.194672500000e+03       9.069317324003e+01       1.081829134965e+00       7.407653621006e+00      2.280989844861e-154      1.689678268376e-153       1.143530396838e+04       2.725500537721e+00       1.714047068791e-09       2.285396275910e-09       1.469581051193e+03 
       2.383125564503e-04       4.195170000000e+03       9.068397835914e+01       1.081829134985e+00       7.409410443759e+00      2.130781730631e-154      1.578783640831e-153       1.143665990483e+04       2.725500535190e+00       1.714250311230e-09       2.285667265303e-09       1.470002358341e+03 
       2.382843053447e-04       4.195667500000e+03       9.067478546977e+01       1.081829135005e+00       7.411167474813e+00      1.990462364867e-154      1.475164993835e-153       1.143801584128e+04       2.725500528725e+00       1.714453553670e-09       2.285938253870e-09       1.470423724083e+03 
       2.382560609364e-04       4.196165000000e+03       9.066559457126e+01       1.081829135025e+00       7.412924714169e+00      1.859380918858e-154      1.378345076645e-153       1.143937177772e+04       2.725500528686e+00       1.714656796109e-09       2.286209243784e-09       1.470845148419e+03 
       2.382278232230e-04       4.196662500000e+03       9.065640566298e+01       1.081829135045e+00       7.414682161827e+00      1.736929386103e-154      1.287877933549e-153       1.144072771417e+04       2.725500521162e+00       1.714860038549e-09       2.286480232129e-09       1.471266631351e+03 
       2.381995922023e-04       4.197160000000e+03       9.064721874428e+01       1.081829135064e+00       7.416439817787e+00      1.622539765575e-154      1.203346852335e-153       1.144208365062e+04       2.725500519984e+00       1.715063280988e-09       2.286751221804e-09       1.471688172879e+03 
       2.381713678718e-04       4.197657500000e+03       9.063803381450e+01       1.081829135084e+00       7.418197682049e+00      1.515681430177e-154      1.124362447206e-153       1.144343958707e+04       2.725500514704e+00       1.715266523428e-09       2.287022210619e-09       1.472109773002e+03 
       2.381431502290e-04       4.198155000000e+03       9.062885087301e+01       1.081829135104e+00       7.419955754612e+00      1.415858668275e-154      1.050560867338e-153       1.144479552352e+04       2.725500512219e+00       1.715469765867e-09       2.287293200019e-09       1.472531431721e+03 
       2.381149392718e-04       4.198652500000e+03       9.061966991915e+01       1.081829135123e+00       7.421714035477e+00      1.322608386899e-154      9.816021228488e-154       1.144615145997e+04       2.725500509019e+00       1.715673008306e-09       2.287564189270e-09       1.472953149036e+03 
       2.380867349976e-04       4.199150000000e+03       9.061049095229e+01       1.081829135143e+00       7.423472524643e+00      1.235497965993e-154      9.171685204803e-154       1.144750739642e+04       2.725500505063e+00       1.715876250746e-09       2.287835178361e-09       1.473374924947e+03 
       2.380585374041e-04       4.199647500000e+03       9.060131397177e+01       1.081829135162e+00       7.425231222112e+00      1.154123253772e-154      8.569632018071e-154       1.144886333286e+04       2.725500503780e+00       1.716079493185e-09       2.288106168014e-09       1.473796759456e+03 
       2.380303464889e-04       4.200145000000e+03       9.059213897695e+01       1.081829135182e+00       7.426990127882e+00      1.078106693926e-154      8.007087772595e-154       1.145021926931e+04       2.725500498187e+00       1.716282735624e-09       2.288377156761e-09       1.474218652562e+03 
       2.380021622496e-04       4.200642500000e+03       9.058296596718e+01       1.081829135201e+00       7.428749241954e+00      1.007095575988e-154      7.481460496700e-154       1.145157520576e+04       2.725500498657e+00       1.716485978063e-09       2.288648146781e-09       1.474640604265e+03 
       2.379739846840e-04       4.201140000000e+03       9.057379494183e+01       1.081829135220e+00       7.430508564328e+00      9.407604007545e-155      6.990328214787e-154       1.145293114221e+04       2.725500494734e+00       1.716689220502e-09       2.288919135878e-09       1.475062614566e+03 
       2.379458137896e-04       4.201637500000e+03       9.056462590024e+01       1.081829135239e+00       7.432268095004e+00      8.787933532285e-155      6.531427801302e-154       1.145428707866e+04       2.725500493320e+00       1.716892462941e-09       2.289190125503e-09       1.475484683465e+03 
       2.379176495640e-04       4.202135000000e+03       9.055545884177e+01       1.081829135259e+00       7.434027833981e+00      8.209068759971e-155      6.102644565269e-154       1.145564301511e+04       2.725500494375e+00       1.717095705380e-09       2.289461115645e-09       1.475906810962e+03 
       2.378894920048e-04       4.202632500000e+03       9.054629376578e+01       1.081829135278e+00       7.435787781260e+00      7.668323364388e-155      5.702002517567e-154       1.145699895155e+04       2.725500487439e+00       1.717298947819e-09       2.289732104109e-09       1.476328997058e+03 
       2.378613411098e-04       4.203130000000e+03       9.053713067163e+01       1.081829135297e+00       7.437547936841e+00      7.163187815949e-155      5.327655276172e-154       1.145835488800e+04       2.725500489838e+00       1.717502190258e-09       2.290003094534e-09       1.476751241752e+03 
       2.378331968765e-04       4.203627500000e+03       9.052796955866e+01       1.081829135316e+00       7.439308300724e+00      6.691317749438e-155      4.977877567617e-154       1.145971082445e+04       2.725500487635e+00       1.717705432696e-09       2.290274083992e-09       1.477173545046e+03 
       2.378050593026e-04       4.204125000000e+03       9.051881042625e+01       1.081829135335e+00       7.441068872908e+00      6.250523096781e-155      4.651057285485e-154       1.146106676090e+04       2.725500487739e+00       1.717908675135e-09       2.290545073934e-09       1.477595906940e+03 
       2.377769283858e-04       4.204622500000e+03       9.050965327374e+01       1.081829135353e+00       7.442829653395e+00      5.838757934654e-155      4.345688069503e-154       1.146242269735e+04       2.725500483157e+00       1.718111917574e-09       2.290816062892e-09       1.478018327433e+03 
       2.377488041235e-04       4.205120000000e+03       9.050049810049e+01       1.081829135372e+00       7.444590642183e+00      5.454110999921e-155      4.060362371144e-154       1.146377863379e+04       2.725500484276e+00       1.718315160013e-09       2.291087053047e-09       1.478440806526e+03 
       2.377206865136e-04       4.205617500000e+03       9.049134490586e+01       1.081829135391e+00       7.446351839273e+00      5.094796828977e-155      3.793764973817e-154       1.146513457024e+04       2.725500484102e+00       1.718518402451e-09       2.291358042931e-09       1.478863344219e+03 
       2.376925755536e-04       4.206115000000e+03       9.048219368921e+01       1.081829135410e+00       7.448113244664e+00      4.759147479958e-155      3.544666937879e-154       1.146649050669e+04       2.725500482595e+00       1.718721644890e-09       2.291629032534e-09       1.479285940513e+03 
       2.376644712411e-04       4.206612500000e+03       9.047304444990e+01       1.081829135428e+00       7.449874858358e+00      4.445604799492e-155      3.311919942593e-154       1.146784644314e+04       2.725500483191e+00       1.718924887328e-09       2.291900022580e-09       1.479708595408e+03 
       2.376363735739e-04       4.207110000000e+03       9.046389718728e+01       1.081829135447e+00       7.451636680353e+00      4.152713198197e-155      3.094450999067e-154       1.146920237958e+04       2.725500482372e+00       1.719128129767e-09       2.292171012327e-09       1.480131308905e+03 
       2.376082825495e-04       4.207607500000e+03       9.045475190072e+01       1.081829135465e+00       7.453398710650e+00      3.879112901378e-155      2.891257509760e-154       1.147055831603e+04       2.725500483574e+00       1.719331372205e-09       2.292442002500e-09       1.480554081002e+03 
       2.375801981656e-04       4.208105000000e+03       9.044560858957e+01       1.081829135484e+00       7.455160949249e+00      3.623533643771e-155      2.701402651933e-154       1.147191425248e+04       2.725500483278e+00       1.719534614643e-09       2.292712992358e-09       1.480976911702e+03 
       2.375521204199e-04       4.208602500000e+03       9.043646725320e+01       1.081829135502e+00       7.456923396149e+00      3.384788779095e-155      2.524011063786e-154       1.147327018893e+04       2.725500481443e+00       1.719737857082e-09       2.292983981892e-09       1.481399801003e+03 
       2.375240493100e-04       4.209100000000e+03       9.042732789096e+01       1.081829135521e+00       7.458686051352e+00      3.161769777146e-155      2.358264813439e-154       1.147462612537e+04       2.725500481507e+00       1.719941099520e-09       2.293254971825e-09       1.481822748907e+03 
       2.374959848335e-04       4.209597500000e+03       9.041819050221e+01       1.081829135539e+00       7.460448914856e+00      2.953441082926e-155      2.203399632220e-154       1.147598206182e+04       2.725500483430e+00       1.720144341958e-09       2.293525962149e-09       1.482245755414e+03 
       2.374679269881e-04       4.210095000000e+03       9.040905508631e+01       1.081829135557e+00       7.462211986662e+00      2.758835314004e-155      2.058701394939e-154       1.147733799827e+04       2.725500487172e+00       1.720347584396e-09       2.293796952856e-09       1.482668820523e+03 
       2.374398757715e-04       4.210592500000e+03       9.039992164263e+01       1.081829135575e+00       7.463975266769e+00      2.577048773873e-155      1.923502830945e-154       1.147869393472e+04       2.725500482249e+00       1.720550826834e-09       2.294067941740e-09       1.483091944236e+03 
       2.374118311812e-04       4.211090000000e+03       9.039079017052e+01       1.081829135593e+00       7.465738755179e+00      2.407237260461e-155      1.797180450833e-154       1.148004987116e+04       2.725500486025e+00       1.720754069272e-09       2.294338932454e-09       1.483515126552e+03 
       2.373837932150e-04       4.211587500000e+03       9.038166066935e+01       1.081829135612e+00       7.467502451890e+00      2.248612150441e-155      1.679151674677e-154       1.148140580761e+04       2.725500488017e+00       1.720957311710e-09       2.294609922793e-09       1.483938367472e+03 
       2.373557618705e-04       4.212085000000e+03       9.037253313848e+01       1.081829135630e+00       7.469266356903e+00      2.100436741197e-155      1.568872148583e-154       1.148276174406e+04       2.725500488181e+00       1.721160554148e-09       2.294880912747e-09       1.484361666996e+03 
       2.373277371453e-04       4.212582500000e+03       9.036340757727e+01       1.081829135648e+00       7.471030470218e+00      1.962022833474e-155      1.465833237215e-154       1.148411768050e+04       2.725500489961e+00       1.721363796586e-09       2.295151903042e-09       1.484785025125e+03 
       2.372997190371e-04       4.213080000000e+03       9.035428398507e+01       1.081829135665e+00       7.472794791835e+00      1.832727538894e-155      1.369559680750e-154       1.148547361695e+04       2.725500489833e+00       1.721567039024e-09       2.295422892934e-09       1.485208441858e+03 
       2.372717075436e-04       4.213577500000e+03       9.034516236126e+01       1.081829135683e+00       7.474559321753e+00      1.711950297550e-155      1.279607405493e-154       1.148682955340e+04       2.725500494723e+00       1.721770281462e-09       2.295693883883e-09       1.485631917196e+03 
       2.372437026625e-04       4.214075000000e+03       9.033604270520e+01       1.081829135701e+00       7.476324059974e+00      1.599130091841e-155      1.195561478066e-154       1.148818548985e+04       2.725500494139e+00       1.721973523900e-09       2.295964873680e-09       1.486055451139e+03 
       2.372157043913e-04       4.214572500000e+03       9.032692501624e+01       1.081829135719e+00       7.478089006496e+00      1.493742843639e-155      1.117034193755e-154       1.148954142629e+04       2.725500495008e+00       1.722176766337e-09       2.296235863782e-09       1.486479043688e+03 
       2.371877127277e-04       4.215070000000e+03       9.031780929376e+01       1.081829135737e+00       7.479854161320e+00      1.395298982734e-155      1.043663290229e-154       1.149089736274e+04       2.725500500775e+00       1.722380008775e-09       2.296506854916e-09       1.486902694843e+03 
       2.371597276695e-04       4.215567500000e+03       9.030869553711e+01       1.081829135754e+00       7.481619524445e+00      1.303341175307e-155      9.751102784193e-155       1.149225329919e+04       2.725500500943e+00       1.722583251213e-09       2.296777844871e-09       1.487326404604e+03 
       2.371317492142e-04       4.216065000000e+03       9.029958374567e+01       1.081829135772e+00       7.483385095873e+00      1.217442201880e-155      9.110588828632e-155       1.149360923563e+04       2.725500502442e+00       1.722786493650e-09       2.297048835106e-09       1.487750172971e+03 
       2.371037773596e-04       4.216562500000e+03       9.029047391878e+01       1.081829135789e+00       7.485150875602e+00      1.137202974913e-155      8.512135843408e-155       1.149496517208e+04       2.725500501745e+00       1.722989736088e-09       2.297319824879e-09       1.488173999944e+03 
       2.370758121032e-04       4.217060000000e+03       9.028136605582e+01       1.081829135807e+00       7.486916863633e+00      1.062250686883e-155      7.952982581033e-155       1.149632110853e+04       2.725500505787e+00       1.723192978525e-09       2.297590815650e-09       1.488597885525e+03 
       2.370478534428e-04       4.217557500000e+03       9.027226015615e+01       1.081829135824e+00       7.488683059966e+00      9.922370802190e-156      7.430549014106e-155       1.149767704497e+04       2.725500507552e+00       1.723396220963e-09       2.297861805941e-09       1.489021829713e+03 
       2.370199013760e-04       4.218055000000e+03       9.026315621914e+01       1.081829135842e+00       7.490449464601e+00      9.268368310992e-156      6.942424445279e-155       1.149903298142e+04       2.725500510487e+00       1.723599463400e-09       2.298132796479e-09       1.489445832509e+03 
       2.369919559005e-04       4.218552500000e+03       9.025405424415e+01       1.081829135859e+00       7.492216077538e+00      8.657460396237e-156      6.486356397133e-155       1.150038891786e+04       2.725500511062e+00       1.723802705837e-09       2.298403786520e-09       1.489869893912e+03 
       2.369640170140e-04       4.219050000000e+03       9.024495423055e+01       1.081829135876e+00       7.493982898776e+00      8.086808193577e-156      6.060240230834e-155       1.150174485431e+04       2.725500516215e+00       1.724005948275e-09       2.298674777526e-09       1.490294013923e+03 
       2.369360847141e-04       4.219547500000e+03       9.023585617770e+01       1.081829135894e+00       7.495749928316e+00      7.553759797062e-156      5.662109445734e-155       1.150310079076e+04       2.725500518928e+00       1.724209190712e-09       2.298945768017e-09       1.490718192543e+03 
       2.369081589985e-04       4.220045000000e+03       9.022676008497e+01       1.081829135911e+00       7.497517166158e+00      7.055837950136e-156      5.290126615277e-155       1.150445672720e+04       2.725500519159e+00       1.724412433149e-09       2.299216757985e-09       1.491142429771e+03 
       2.368802398649e-04       4.220542500000e+03       9.021766595172e+01       1.081829135928e+00       7.499284612302e+00      6.590728546848e-156      4.942574917523e-155       1.150581266365e+04       2.725500523848e+00       1.724615675586e-09       2.299487748894e-09       1.491566725609e+03 
       2.368523273110e-04       4.221040000000e+03       9.020857377732e+01       1.081829135945e+00       7.501052266747e+00      6.156269889850e-156      4.617850221197e-155       1.150716860010e+04       2.725500525974e+00       1.724818918023e-09       2.299758739261e-09       1.491991080055e+03 
       2.368244213343e-04       4.221537500000e+03       9.019948356114e+01       1.081829135962e+00       7.502820129495e+00      5.750442655451e-156      4.314453690882e-155       1.150852453654e+04       2.725500528986e+00       1.725022160461e-09       2.300029729816e-09       1.492415493111e+03 
       2.367965219327e-04       4.222035000000e+03       9.019039530254e+01       1.081829135979e+00       7.504588200544e+00      5.371360519241e-156      4.030984877356e-155       1.150988047299e+04       2.725500529353e+00       1.725225402898e-09       2.300300719813e-09       1.492839964777e+03 
       2.367686291037e-04       4.222532500000e+03       9.018130900090e+01       1.081829135996e+00       7.506356479895e+00      5.017261398777e-156      3.766135261203e-155       1.151123640943e+04       2.725500534018e+00       1.725428645335e-09       2.300571710717e-09       1.493264495053e+03 
       2.367407428451e-04       4.223030000000e+03       9.017222465557e+01       1.081829136013e+00       7.508124967548e+00      4.686499272743e-156      3.518682220008e-155       1.151259234588e+04       2.725500539450e+00       1.725631887771e-09       2.300842701783e-09       1.493689083940e+03 
       2.367128631545e-04       4.223527500000e+03       9.016314226593e+01       1.081829136030e+00       7.509893663502e+00      4.377536538634e-156      3.287483391324e-155       1.151394828233e+04       2.725500542114e+00       1.725835130208e-09       2.301113692264e-09       1.494113731437e+03 
       2.366849900296e-04       4.224025000000e+03       9.015406183135e+01       1.081829136046e+00       7.511662567759e+00      4.088936873541e-156      3.071471405491e-155       1.151530421877e+04       2.725500545464e+00       1.726038372645e-09       2.301384682891e-09       1.494538437545e+03 
       2.366571234682e-04       4.224522500000e+03       9.014498335119e+01       1.081829136063e+00       7.513431680317e+00      3.819358564871e-156      2.869648963979e-155       1.151666015522e+04       2.725500545964e+00       1.726241615082e-09       2.301655672916e-09       1.494963202264e+03 
       2.366292634678e-04       4.225020000000e+03       9.013590682482e+01       1.081829136080e+00       7.515201001177e+00      3.567548280112e-156      2.681084240644e-155       1.151801609166e+04       2.725500554058e+00       1.726444857519e-09       2.301926664545e-09       1.495388025594e+03 
       2.366014100261e-04       4.225517500000e+03       9.012683225161e+01       1.081829136096e+00       7.516970530339e+00      3.332335246771e-156      2.504906584719e-155       1.151937202811e+04       2.725500552230e+00       1.726648099955e-09       2.302197654078e-09       1.495812907537e+03 
       2.365735631409e-04       4.226015000000e+03       9.011775963093e+01       1.081829136113e+00       7.518740267803e+00      3.112625815477e-156      2.340302505743e-155       1.152072796455e+04       2.725500557917e+00       1.726851342392e-09       2.302468645199e-09       1.496237848091e+03 
       2.365457228098e-04       4.226512500000e+03       9.010868896215e+01       1.081829136130e+00       7.520510213569e+00      2.907398381017e-156      2.186511921935e-155       1.152208390100e+04       2.725500564089e+00       1.727054584829e-09       2.302739636422e-09       1.496662847258e+03 
       2.365178890305e-04       4.227010000000e+03       9.009962024464e+01       1.081829136146e+00       7.522280367636e+00      2.715698637766e-156      2.042824654728e-155       1.152343983745e+04       2.725500563711e+00       1.727257827265e-09       2.303010626262e-09       1.497087905038e+03 
       2.364900618008e-04       4.227507500000e+03       9.009055347777e+01       1.081829136163e+00       7.524050730005e+00      2.536635147494e-156      1.908577153326e-155       1.152479577389e+04       2.725500570730e+00       1.727461069702e-09       2.303281617664e-09       1.497513021430e+03 
       2.364622411182e-04       4.228005000000e+03       9.008148866091e+01       1.081829136179e+00       7.525821300676e+00      2.369375198956e-156      1.783149434160e-155       1.152615171034e+04       2.725500571116e+00       1.727664312138e-09       2.303552607666e-09       1.497938196436e+03 
       2.364344269805e-04       4.228502500000e+03       9.007242579342e+01       1.081829136195e+00       7.527592079649e+00      2.213140940097e-156      1.665962221183e-155       1.152750764678e+04       2.725500575323e+00       1.727867554575e-09       2.303823598475e-09       1.498363430055e+03 
       2.364066193853e-04       4.229000000000e+03       9.006336487469e+01       1.081829136212e+00       7.529363066924e+00      2.067205764930e-156      1.556474273820e-155       1.152886358323e+04       2.725500579812e+00       1.728070797011e-09       2.304094589343e-09       1.498788722288e+03 
       2.363788183305e-04       4.229497500000e+03       9.005430590408e+01       1.081829136228e+00       7.531134262500e+00      1.930890938310e-156      1.454179890266e-155       1.153021951967e+04       2.725500584544e+00       1.728274039448e-09       2.304365580263e-09       1.499214073134e+03 
       2.363510238135e-04       4.229995000000e+03       9.004524888096e+01       1.081829136244e+00       7.532905666379e+00      1.803562442958e-156      1.358606574622e-155       1.153157545612e+04       2.725500585977e+00       1.728477281884e-09       2.304636570486e-09       1.499639482596e+03 
       2.363232358323e-04       4.230492500000e+03       9.003619380471e+01       1.081829136260e+00       7.534677278559e+00      1.684628034085e-156      1.269312857124e-155       1.153293139256e+04       2.725500591072e+00       1.728680524320e-09       2.304907561483e-09       1.500064950671e+03 
       2.362954543843e-04       4.230990000000e+03       9.002714067469e+01       1.081829136276e+00       7.536449099041e+00      1.573534487982e-156      1.185886257426e-155       1.153428732901e+04       2.725500596290e+00       1.728883766756e-09       2.305178552506e-09       1.500490477362e+03 
       2.362676794675e-04       4.231487500000e+03       9.001808949028e+01       1.081829136292e+00       7.538221127825e+00      1.469765031748e-156      1.107941381526e-155       1.153564326545e+04       2.725500598087e+00       1.729087009193e-09       2.305449542806e-09       1.500916062668e+03 
       2.362399110793e-04       4.231985000000e+03       9.000904025085e+01       1.081829136308e+00       7.539993364910e+00      1.372836942290e-156      1.035118143597e-155       1.153699920190e+04       2.725500603426e+00       1.729290251629e-09       2.305720533855e-09       1.501341706589e+03 
       2.362121492176e-04       4.232482500000e+03       8.999999295578e+01       1.081829136324e+00       7.541765810298e+00      1.282299303431e-156      9.670801045187e-156       1.153835513834e+04       2.725500605264e+00       1.729493494065e-09       2.305991524164e-09       1.501767409126e+03 
       2.361843938800e-04       4.232980000000e+03       8.999094760443e+01       1.081829136340e+00       7.543538463987e+00      1.197730910722e-156      9.035129194540e-156       1.153971107479e+04       2.725500610565e+00       1.729696736501e-09       2.306262515206e-09       1.502193170279e+03 
       2.361566450642e-04       4.233477500000e+03       8.998190419619e+01       1.081829136356e+00       7.545311325978e+00      1.118738314222e-156      8.441228873107e-156       1.154106701123e+04       2.725500612283e+00       1.729899978937e-09       2.306533505489e-09       1.502618990049e+03 
       2.361289027680e-04       4.233975000000e+03       8.997286273041e+01       1.081829136372e+00       7.547084396271e+00      1.044953990183e-156      7.886355954134e-156       1.154242294768e+04       2.725500617386e+00       1.730103221373e-09       2.306804496489e-09       1.503044868435e+03 
       2.361011669890e-04       4.234472500000e+03       8.996382320648e+01       1.081829136388e+00       7.548857674866e+00      9.760346331374e-157      7.367946531295e-156       1.154377888412e+04       2.725500622329e+00       1.730306463809e-09       2.307075487455e-09       1.503470805437e+03 
       2.360734377250e-04       4.234970000000e+03       8.995478562378e+01       1.081829136403e+00       7.550631161763e+00      9.116595604497e-157      6.883605086051e-156       1.154513482057e+04       2.725500623567e+00       1.730509706245e-09       2.307346477637e-09       1.503896801057e+03 
       2.360457149736e-04       4.235467500000e+03       8.994574998166e+01       1.081829136419e+00       7.552404856961e+00      8.515292219544e-157      6.431093431733e-156       1.154649075701e+04       2.725500628069e+00       1.730712948681e-09       2.307617468511e-09       1.504322855295e+03 
       2.360179987326e-04       4.235965000000e+03       8.993671627952e+01       1.081829136435e+00       7.554178760462e+00      7.953638077481e-157      6.008320383331e-156       1.154784669346e+04       2.725500632291e+00       1.730916191116e-09       2.307888459325e-09       1.504748968150e+03 
       2.359902889996e-04       4.236462500000e+03       8.992768451673e+01       1.081829136450e+00       7.555952872264e+00      7.429019476763e-157      5.613332105355e-156       1.154920262990e+04       2.725500636193e+00       1.731119433552e-09       2.308159450071e-09       1.505175139623e+03 
       2.359625857724e-04       4.236960000000e+03       8.991865469265e+01       1.081829136466e+00       7.557727192368e+00      6.938994964736e-157      5.244303093269e-156       1.155055856634e+04       2.725500639734e+00       1.731322675988e-09       2.308430440741e-09       1.505601369714e+03 
