# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:kappa_b            
       1.641592706075e-04       6.090645000000e+03       6.768598673248e+01       1.144147812987e+00       1.651467905356e+01      6.295392871998e-286      1.039663927971e-284       1.660277760761e+04       2.725499773535e+00       2.560281832359e-09       3.413709082073e-09       3.732034330899e+03 
       1.641458649400e-04       6.091142500000e+03       6.768100939610e+01       1.144191542899e+00       1.651800794873e+01      5.798566189342e-286      9.578076240681e-285       1.660413354396e+04       2.725499809826e+00       2.560541230177e-09       3.414054957183e-09       3.732772500999e+03 
       1.641324614617e-04       6.091640000000e+03       6.767603279974e+01       1.144235198956e+00       1.652133620407e+01      5.340925423776e-286      8.823922456706e-285       1.660548948030e+04       2.725499840536e+00       2.560800551251e-09       3.414400728222e-09       3.733510770379e+03 
       1.641190601722e-04       6.092137500000e+03       6.767105694324e+01       1.144278781159e+00       1.652466381906e+01      4.919381745739e-286      8.129112954595e-285       1.660684541665e+04       2.725499877411e+00       2.561059795558e-09       3.414746398840e-09       3.734249138996e+03 
       1.641056610709e-04       6.092635000000e+03       6.766608182643e+01       1.144322289505e+00       1.652799079318e+01      4.531089653883e-286      7.488980808244e-285       1.660820135300e+04       2.725499908583e+00       2.561318963077e-09       3.415091965288e-09       3.734987606810e+03 
       1.640922641574e-04       6.093132500000e+03       6.766110744914e+01       1.144365723995e+00       1.653131712594e+01      4.173427818337e-286      6.899225876715e-285       1.660955728934e+04       2.725499945799e+00       2.561578053786e-09       3.415437431220e-09       3.735726173777e+03 
       1.640788694310e-04       6.093630000000e+03       6.765613381120e+01       1.144409084628e+00       1.653464281685e+01      3.843981431214e-286      6.355885995971e-285       1.661091322569e+04       2.725499989000e+00       2.561837067667e-09       3.415782796590e-09       3.736464839857e+03 
       1.640654768912e-04       6.094127500000e+03       6.765116091246e+01       1.144452371407e+00       1.653796786542e+01      3.540525945801e-286      5.855310431835e-285       1.661226916204e+04       2.725500026309e+00       2.562096004698e-09       3.416128057651e-09       3.737203605008e+03 
       1.640520865375e-04       6.094625000000e+03       6.764618875274e+01       1.144495584333e+00       1.654129227119e+01      3.261012095277e-286      5.394135416787e-285       1.661362509838e+04       2.725500081295e+00       2.562354864861e-09       3.416473221764e-09       3.737942469187e+03 
       1.640386983693e-04       6.095122500000e+03       6.764121733187e+01       1.144538723409e+00       1.654461603370e+01      3.003552090330e-286      4.969261607171e-285       1.661498103473e+04       2.725500118445e+00       2.562613648139e-09       3.416818277777e-09       3.738681432353e+03 
       1.640253123862e-04       6.095620000000e+03       6.763624664970e+01       1.144581788638e+00       1.654793915248e+01      2.766406902942e-286      4.577833310090e-285       1.661633697107e+04       2.725500208603e+00       2.562872354515e-09       3.417163247869e-09       3.739420494465e+03 
       1.640119285876e-04       6.096117500000e+03       6.763127670605e+01       1.144624780023e+00       1.655126162711e+01      2.547974550936e-286      4.217219341177e-285       1.661769290742e+04       2.725500316258e+00       2.563130983971e-09       3.417508120894e-09       3.740159655479e+03 
       1.639985469729e-04       6.096615000000e+03       6.762630750076e+01       1.144667697569e+00       1.655458345715e+01      2.346779304580e-286      3.884995385320e-285       1.661904884377e+04       2.725500429530e+00       2.563389536493e-09       3.417852893107e-09       3.740898915355e+03 
       1.639851675416e-04       6.097112500000e+03       6.762133903366e+01       1.144710541282e+00       1.655790464218e+01      2.161461742732e-286      3.578927742388e-285       1.662040478011e+04       2.725500536529e+00       2.563648012065e-09       3.418197560762e-09       3.741638274051e+03 
       1.639717902932e-04       6.097610000000e+03       6.761637130459e+01       1.144753311167e+00       1.656122518178e+01      1.990769591681e-286      3.296958349287e-285       1.662176071646e+04       2.725500649010e+00       2.563906410674e-09       3.418542127524e-09       3.742377731524e+03 
       1.639584152271e-04       6.098107500000e+03       6.761140431337e+01       1.144796007232e+00       1.656454507555e+01      1.833549285131e-286      3.037190978181e-285       1.662311665280e+04       2.725500743253e+00       2.564164732306e-09       3.418886585938e-09       3.743117287732e+03 
       1.639450423429e-04       6.098605000000e+03       6.760643805986e+01       1.144838629482e+00       1.656786432310e+01      1.688738188595e-286      2.797878518589e-285       1.662447258915e+04       2.725500842839e+00       2.564422976949e-09       3.419230943382e-09       3.743856942635e+03 
       1.639316716399e-04       6.099102500000e+03       6.760147254387e+01       1.144881177926e+00       1.657118292405e+01      1.555357435915e-286      2.577411258283e-285       1.662582852550e+04       2.725500935869e+00       2.564681144591e-09       3.419575196107e-09       3.744596696189e+03 
       1.639183031177e-04       6.099600000000e+03       6.759650776524e+01       1.144923652573e+00       1.657450087801e+01      1.432505329776e-286      2.374306084612e-285       1.662718446184e+04       2.725501022272e+00       2.564939235222e-09       3.419919344077e-09       3.745336548353e+03 
       1.639049367757e-04       6.100097500000e+03       6.759154372381e+01       1.144966053432e+00       1.657781818462e+01      1.319351261814e-286      2.187196533999e-285       1.662854039819e+04       2.725501113804e+00       2.565197248830e-09       3.420263390966e-09       3.746076499086e+03 
       1.638915726134e-04       6.100595000000e+03       6.758658041941e+01       1.145008380511e+00       1.658113484353e+01      1.215130111438e-286      2.014823623018e-285       1.662989633453e+04       2.725501198562e+00       2.565455185406e-09       3.420607333026e-09       3.746816548344e+03 
       1.638782106302e-04       6.101092500000e+03       6.758161785187e+01       1.145050633823e+00       1.658445085439e+01      1.119137085709e-286      1.856027399726e-285       1.663125227088e+04       2.725501276470e+00       2.565713044942e-09       3.420951170221e-09       3.747556696087e+03 
       1.638648508256e-04       6.101590000000e+03       6.757665602104e+01       1.145092813378e+00       1.658776621686e+01      1.030722965551e-286      1.709739158690e-285       1.663260820722e+04       2.725501347454e+00       2.565970827430e-09       3.421294902517e-09       3.748296942272e+03 
       1.638514931991e-04       6.102087500000e+03       6.757169492673e+01       1.145134919188e+00       1.659108093061e+01      9.492897263416e-287      1.574974267633e-285       1.663396414357e+04       2.725501423272e+00       2.566228532862e-09       3.421638533594e-09       3.749037286857e+03 
       1.638381377502e-04       6.102585000000e+03       6.756673456880e+01       1.145176951265e+00       1.659439499534e+01      8.742865033910e-287      1.450825557636e-285       1.663532007991e+04       2.725501503851e+00       2.566486161232e-09       3.421982063421e-09       3.749777729800e+03 
       1.638247844783e-04       6.103082500000e+03       6.756177494707e+01       1.145218909622e+00       1.659770841071e+01      8.052058751817e-287      1.336457232686e-285       1.663667601626e+04       2.725501577279e+00       2.566743712534e-09       3.422325488251e-09       3.750518271059e+03 
       1.638114333828e-04       6.103580000000e+03       6.755681606138e+01       1.145260794273e+00       1.660102117645e+01      7.415804393548e-287      1.231099257777e-285       1.663803195261e+04       2.725501643476e+00       2.567001186764e-09       3.422668808051e-09       3.751258910593e+03 
